,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state,total_people_by_state_and_age_range,total_man_by_state_and_age_range,total_woman_by_state_and_age_range,rate_level
62,2005,Ciudad de Mxico,No recibe ingresos,987420,74987,0,0,0,0,0,0,0,0
63,2005,Coahuila,1 salario m¡nimo,73789,1453,0,0,0,0,0,0,0,0
64,2005,Coahuila,Menos de 1 s.m.,209940,11482,0,0,0,0,0,0,0,0
65,2005,Coahuila,M s de 1 hasta 2 s.m.,11951,2765,0,0,0,0,0,0,0,0
66,2005,Coahuila,M s de 10 s.m.,622457,302454,0,0,0,0,0,0,0,0
67,2005,Coahuila,M s de 2 hasta 3 s.m.,335803,23533,0,0,0,0,0,0,0,0
68,2005,Coahuila,M s de 3 hasta 5 s.m.,980428,286425,0,0,0,0,0,0,0,0
69,2005,Coahuila,M s de 5 hasta 10 s.m.,123245,33766,0,0,0,0,0,0,0,0
70,2005,Coahuila,No especificado,22394,9031,0,0,0,0,0,0,0,0
71,2005,Coahuila,No recibe ingresos,182370,15189,0,0,0,0,0,0,0,0
72,2005,Colima,1 salario m¡nimo,10688,152,0,0,0,0,0,0,0,0
73,2005,Colima,Menos de 1 s.m.,135707,18407,0,0,0,0,0,0,0,0
74,2005,Colima,M s de 1 hasta 2 s.m.,5016,1191,0,0,0,0,0,0,0,0
75,2005,Colima,M s de 10 s.m.,164486,99503,0,0,0,0,0,0,0,0
76,2005,Colima,M s de 2 hasta 3 s.m.,84446,2394,0,0,0,0,0,0,0,0
77,2005,Colima,M s de 3 hasta 5 s.m.,106815,42216,0,0,0,0,0,0,0,0
78,2005,Colima,M s de 5 hasta 10 s.m.,33846,8903,0,0,0,0,0,0,0,0
79,2005,Colima,No especificado,6980,2670,0,0,0,0,0,0,0,0
80,2005,Colima,No recibe ingresos,57400,6972,0,0,0,0,0,0,0,0
81,2005,Durango,1 salario m¡nimo,26931,3188,0,0,0,0,0,0,0,0
82,2005,Durango,Menos de 1 s.m.,448535,17603,0,0,0,0,0,0,0,0
83,2005,Durango,M s de 1 hasta 2 s.m.,7136,1095,0,0,0,0,0,0,0,0
84,2005,Durango,M s de 10 s.m.,336669,194911,0,0,0,0,0,0,0,0
85,2005,Durango,M s de 2 hasta 3 s.m.,170140,5671,0,0,0,0,0,0,0,0
86,2005,Durango,M s de 3 hasta 5 s.m.,393872,123388,0,0,0,0,0,0,0,0
87,2005,Durango,M s de 5 hasta 10 s.m.,48660,9950,0,0,0,0,0,0,0,0
88,2005,Durango,No especificado,9218,3775,0,0,0,0,0,0,0,0
89,2005,Durango,No recibe ingresos,104780,6161,0,0,0,0,0,0,0,0
90,2005,Estado de Mxico,1 salario m¡nimo,26137,1640,0,0,0,0,0,0,0,0
91,2005,Estado de Mxico,Menos de 1 s.m.,1226255,156406,0,0,0,0,0,0,0,0
92,2005,Estado de Mxico,M s de 1 hasta 2 s.m.,117735,4968,0,0,0,0,0,0,0,0
93,2005,Estado de Mxico,M s de 10 s.m.,4226176,2058149,0,0,0,0,0,0,0,0
94,2005,Estado de Mxico,M s de 2 hasta 3 s.m.,2141733,63655,0,0,0,0,0,0,0,0
95,2005,Estado de Mxico,M s de 3 hasta 5 s.m.,4322859,1505169,0,0,0,0,0,0,0,0
96,2005,Estado de Mxico,M s de 5 hasta 10 s.m.,579218,119024,0,0,0,0,0,0,0,0
97,2005,Estado de Mxico,No especificado,201765,69411,0,0,0,0,0,0,0,0
98,2005,Estado de Mxico,No recibe ingresos,1352475,58649,0,0,0,0,0,0,0,0
99,2005,Guanajuato,1 salario m¡nimo,15917,283,0,0,0,0,0,0,0,0
100,2005,Guanajuato,Menos de 1 s.m.,1049491,146371,0,0,0,0,0,0,0,0
101,2005,Guanajuato,M s de 1 hasta 2 s.m.,35605,4732,0,0,0,0,0,0,0,0
102,2005,Guanajuato,M s de 10 s.m.,1476345,866613,0,0,0,0,0,0,0,0
103,2005,Guanajuato,M s de 2 hasta 3 s.m.,604942,14471,0,0,0,0,0,0,0,0
104,2005,Guanajuato,M s de 3 hasta 5 s.m.,1809367,622896,0,0,0,0,0,0,0,0
105,2005,Guanajuato,M s de 5 hasta 10 s.m.,272621,69742,0,0,0,0,0,0,0,0
106,2005,Guanajuato,No especificado,32572,9928,0,0,0,0,0,0,0,0
107,2005,Guanajuato,No recibe ingresos,205890,20608,0,0,0,0,0,0,0,0
108,2005,Guerrero,1 salario m¡nimo,4557,540,0,0,0,0,0,0,0,0
109,2005,Guerrero,Menos de 1 s.m.,1363224,164168,0,0,0,0,0,0,0,0
110,2005,Guerrero,M s de 1 hasta 2 s.m.,11583,204,0,0,0,0,0,0,0,0
111,2005,Guerrero,M s de 10 s.m.,679477,435300,0,0,0,0,0,0,0,0
112,2005,Guerrero,M s de 2 hasta 3 s.m.,367203,5784,0,0,0,0,0,0,0,0
113,2005,Guerrero,M s de 3 hasta 5 s.m.,475501,277516,0,0,0,0,0,0,0,0
114,2005,Guerrero,M s de 5 hasta 10 s.m.,90057,20720,0,0,0,0,0,0,0,0
115,2005,Guerrero,No especificado,22613,8444,0,0,0,0,0,0,0,0
116,2005,Guerrero,No recibe ingresos,183591,3939,0,0,0,0,0,0,0,0
117,2005,Hidalgo,1 salario m¡nimo,14494,14494,0,0,0,0,0,0,0,0
118,2005,Hidalgo,Menos de 1 s.m.,997895,193735,0,0,0,0,0,0,0,0
119,2005,Hidalgo,M s de 1 hasta 2 s.m.,16623,2415,0,0,0,0,0,0,0,0
120,2005,Hidalgo,M s de 10 s.m.,674046,376591,0,0,0,0,0,0,0,0
121,2005,Hidalgo,M s de 2 hasta 3 s.m.,321051,5656,0,0,0,0,0,0,0,0
122,2005,Hidalgo,M s de 3 hasta 5 s.m.,628898,262251,0,0,0,0,0,0,0,0
123,2005,Hidalgo,M s de 5 hasta 10 s.m.,78030,14859,0,0,0,0,0,0,0,0
124,2005,Hidalgo,No especificado,23294,11954,0,0,0,0,0,0,0,0
125,2005,Hidalgo,No recibe ingresos,114824,4657,0,0,0,0,0,0,0,0
126,2005,Jalisco,1 salario m¡nimo,6265,266,0,0,0,0,0,0,0,0
127,2005,Jalisco,Menos de 1 s.m.,1220570,203678,0,0,0,0,0,0,0,0
128,2005,Jalisco,M s de 1 hasta 2 s.m.,34066,7977,0,0,0,0,0,0,0,0
129,2005,Jalisco,M s de 10 s.m.,2126076,1111735,0,0,0,0,0,0,0,0
130,2005,Jalisco,M s de 2 hasta 3 s.m.,918876,18107,0,0,0,0,0,0,0,0
131,2005,Jalisco,M s de 3 hasta 5 s.m.,2293818,900074,0,0,0,0,0,0,0,0
132,2005,Jalisco,M s de 5 hasta 10 s.m.,335880,78879,0,0,0,0,0,0,0,0
133,2005,Jalisco,No especificado,72049,20863,0,0,0,0,0,0,0,0
134,2005,Jalisco,No recibe ingresos,380103,45585,0,0,0,0,0,0,0,0
135,2005,Michoac n,1 salario m¡nimo,2696,2696,0,0,0,0,0,0,0,0
136,2005,Michoac n,Menos de 1 s.m.,1340985,206210,0,0,0,0,0,0,0,0
137,2005,Michoac n,M s de 1 hasta 2 s.m.,36080,6785,0,0,0,0,0,0,0,0
138,2005,Michoac n,M s de 10 s.m.,1145443,676702,0,0,0,0,0,0,0,0
139,2005,Michoac n,M s de 2 hasta 3 s.m.,474941,4828,0,0,0,0,0,0,0,0
140,2005,Michoac n,M s de 3 hasta 5 s.m.,966032,402488,0,0,0,0,0,0,0,0
141,2005,Michoac n,M s de 5 hasta 10 s.m.,193430,43812,0,0,0,0,0,0,0,0
142,2005,Michoac n,No especificado,27169,12894,0,0,0,0,0,0,0,0
143,2005,Michoac n,No recibe ingresos,251590,16909,0,0,0,0,0,0,0,0
144,2005,Morelos,1 salario m¡nimo,4909,1154,0,0,0,0,0,0,0,0
145,2005,Morelos,Menos de 1 s.m.,352219,32318,0,0,0,0,0,0,0,0
146,2005,Morelos,M s de 1 hasta 2 s.m.,11876,2203,0,0,0,0,0,0,0,0
147,2005,Morelos,M s de 10 s.m.,489074,281997,0,0,0,0,0,0,0,0
148,2005,Morelos,M s de 2 hasta 3 s.m.,276748,3817,0,0,0,0,0,0,0,0
149,2005,Morelos,M s de 3 hasta 5 s.m.,318541,132636,0,0,0,0,0,0,0,0
150,2005,Morelos,M s de 5 hasta 10 s.m.,54730,13889,0,0,0,0,0,0,0,0
151,2005,Morelos,No especificado,16154,5198,0,0,0,0,0,0,0,0
152,2005,Morelos,No recibe ingresos,119786,5408,0,0,0,0,0,0,0,0
153,2005,Nacional,1 salario m¡nimo,729878,86249,0,0,0,0,0,0,0,0
154,2005,Nacional,Menos de 1 s.m.,24876045,3040080,0,0,0,0,0,0,0,0
155,2005,Nacional,M s de 1 hasta 2 s.m.,758664,123145,0,0,0,0,0,0,0,0
156,2005,Nacional,M s de 10 s.m.,28356171,15160351,0,0,0,0,0,0,0,0
157,2005,Nacional,M s de 2 hasta 3 s.m.,13316161,402584,0,0,0,0,0,0,0,0
158,2005,Nacional,M s de 3 hasta 5 s.m.,28237478,10914208,0,0,0,0,0,0,0,0
159,2005,Nacional,M s de 5 hasta 10 s.m.,4622850,1238571,0,0,0,0,0,0,0,0
160,2005,Nacional,No especificado,1348425,495013,0,0,0,0,0,0,0,0
161,2005,Nacional,No recibe ingresos,7140941,492923,0,0,0,0,0,0,0,0
162,2005,Nayarit,1 salario m¡nimo,2598,156,0,0,0,0,0,0,0,0
163,2005,Nayarit,Menos de 1 s.m.,368549,24515,0,0,0,0,0,0,0,0
164,2005,Nayarit,M s de 1 hasta 2 s.m.,6738,2133,0,0,0,0,0,0,0,0
165,2005,Nayarit,M s de 10 s.m.,281517,170574,0,0,0,0,0,0,0,0
166,2005,Nayarit,M s de 2 hasta 3 s.m.,130656,3859,0,0,0,0,0,0,0,0
167,2005,Nayarit,M s de 3 hasta 5 s.m.,144481,67960,0,0,0,0,0,0,0,0
168,2005,Nayarit,M s de 5 hasta 10 s.m.,43445,12447,0,0,0,0,0,0,0,0
169,2005,Nayarit,No especificado,7931,3772,0,0,0,0,0,0,0,0
170,2005,Nayarit,No recibe ingresos,50649,2792,0,0,0,0,0,0,0,0
171,2005,Nuevo Le¢n,1 salario m¡nimo,16713,2986,0,0,0,0,0,0,0,0
172,2005,Nuevo Le¢n,Menos de 1 s.m.,192027,25702,0,0,0,0,0,0,0,0
173,2005,Nuevo Le¢n,M s de 1 hasta 2 s.m.,41090,10600,0,0,0,0,0,0,0,0
174,2005,Nuevo Le¢n,M s de 10 s.m.,1114766,564944,0,0,0,0,0,0,0,0
175,2005,Nuevo Le¢n,M s de 2 hasta 3 s.m.,616716,32419,0,0,0,0,0,0,0,0
176,2005,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1754098,489482,0,0,0,0,0,0,0,0
177,2005,Nuevo Le¢n,M s de 5 hasta 10 s.m.,307985,86771,0,0,0,0,0,0,0,0
178,2005,Nuevo Le¢n,No especificado,86808,32921,0,0,0,0,0,0,0,0
179,2005,Nuevo Le¢n,No recibe ingresos,388928,26781,0,0,0,0,0,0,0,0
180,2005,Oaxaca,1 salario m¡nimo,17816,2767,0,0,0,0,0,0,0,0
181,2005,Oaxaca,Menos de 1 s.m.,2028288,322115,0,0,0,0,0,0,0,0
182,2005,Oaxaca,M s de 1 hasta 2 s.m.,8995,1471,0,0,0,0,0,0,0,0
183,2005,Oaxaca,M s de 10 s.m.,813109,546938,0,0,0,0,0,0,0,0
184,2005,Oaxaca,M s de 2 hasta 3 s.m.,348404,4480,0,0,0,0,0,0,0,0
185,2005,Oaxaca,M s de 3 hasta 5 s.m.,811634,531161,0,0,0,0,0,0,0,0
186,2005,Oaxaca,M s de 5 hasta 10 s.m.,89424,31940,0,0,0,0,0,0,0,0
187,2005,Oaxaca,No especificado,21154,9426,0,0,0,0,0,0,0,0
188,2005,Oaxaca,No recibe ingresos,171021,7128,0,0,0,0,0,0,0,0
189,2005,Puebla,1 salario m¡nimo,45632,1789,0,0,0,0,0,0,0,0
190,2005,Puebla,Menos de 1 s.m.,2200394,525570,0,0,0,0,0,0,0,0
191,2005,Puebla,M s de 1 hasta 2 s.m.,17466,3032,0,0,0,0,0,0,0,0
192,2005,Puebla,M s de 10 s.m.,1308002,752965,0,0,0,0,0,0,0,0
193,2005,Puebla,M s de 2 hasta 3 s.m.,599997,10587,0,0,0,0,0,0,0,0
194,2005,Puebla,M s de 3 hasta 5 s.m.,1692205,747845,0,0,0,0,0,0,0,0
195,2005,Puebla,M s de 5 hasta 10 s.m.,268844,100433,0,0,0,0,0,0,0,0
196,2005,Puebla,No especificado,62661,24221,0,0,0,0,0,0,0,0
197,2005,Puebla,No recibe ingresos,329710,16978,0,0,0,0,0,0,0,0
198,2005,Queretaro,1 salario m¡nimo,9672,214,0,0,0,0,0,0,0,0
199,2005,Queretaro,Menos de 1 s.m.,259386,40978,0,0,0,0,0,0,0,0
200,2005,Queretaro,M s de 1 hasta 2 s.m.,8287,1219,0,0,0,0,0,0,0,0
201,2005,Queretaro,M s de 10 s.m.,408759,234287,0,0,0,0,0,0,0,0
202,2005,Queretaro,M s de 2 hasta 3 s.m.,256319,7342,0,0,0,0,0,0,0,0
203,2005,Queretaro,M s de 3 hasta 5 s.m.,597796,228463,0,0,0,0,0,0,0,0
204,2005,Queretaro,M s de 5 hasta 10 s.m.,74779,20082,0,0,0,0,0,0,0,0
205,2005,Queretaro,No especificado,19751,7615,0,0,0,0,0,0,0,0
206,2005,Queretaro,No recibe ingresos,112606,9520,0,0,0,0,0,0,0,0
207,2005,Quintana Roo,1 salario m¡nimo,3753,3753,0,0,0,0,0,0,0,0
208,2005,Quintana Roo,Menos de 1 s.m.,134851,11607,0,0,0,0,0,0,0,0
209,2005,Quintana Roo,M s de 1 hasta 2 s.m.,11201,1432,0,0,0,0,0,0,0,0
210,2005,Quintana Roo,M s de 10 s.m.,345282,184831,0,0,0,0,0,0,0,0
211,2005,Quintana Roo,M s de 2 hasta 3 s.m.,171227,5514,0,0,0,0,0,0,0,0
212,2005,Quintana Roo,M s de 3 hasta 5 s.m.,132509,50911,0,0,0,0,0,0,0,0
213,2005,Quintana Roo,M s de 5 hasta 10 s.m.,48199,10357,0,0,0,0,0,0,0,0
214,2005,Quintana Roo,No especificado,15700,6360,0,0,0,0,0,0,0,0
215,2005,Quintana Roo,No recibe ingresos,123441,10150,0,0,0,0,0,0,0,0
216,2005,San Luis Potos¡,1 salario m¡nimo,34512,1350,0,0,0,0,0,0,0,0
217,2005,San Luis Potos¡,Menos de 1 s.m.,785987,96110,0,0,0,0,0,0,0,0
218,2005,San Luis Potos¡,M s de 1 hasta 2 s.m.,12898,3702,0,0,0,0,0,0,0,0
219,2005,San Luis Potos¡,M s de 10 s.m.,566414,321952,0,0,0,0,0,0,0,0
220,2005,San Luis Potos¡,M s de 2 hasta 3 s.m.,274869,6513,0,0,0,0,0,0,0,0
221,2005,San Luis Potos¡,M s de 3 hasta 5 s.m.,653675,249006,0,0,0,0,0,0,0,0
222,2005,San Luis Potos¡,M s de 5 hasta 10 s.m.,96784,25070,0,0,0,0,0,0,0,0
223,2005,San Luis Potos¡,No especificado,15535,5504,0,0,0,0,0,0,0,0
224,2005,San Luis Potos¡,No recibe ingresos,107238,6880,0,0,0,0,0,0,0,0
225,2005,Sinaloa,1 salario m¡nimo,12681,289,0,0,0,0,0,0,0,0
226,2005,Sinaloa,Menos de 1 s.m.,987954,123631,0,0,0,0,0,0,0,0
227,2005,Sinaloa,M s de 1 hasta 2 s.m.,22205,2820,0,0,0,0,0,0,0,0
228,2005,Sinaloa,M s de 10 s.m.,835113,472039,0,0,0,0,0,0,0,0
229,2005,Sinaloa,M s de 2 hasta 3 s.m.,321081,11663,0,0,0,0,0,0,0,0
230,2005,Sinaloa,M s de 3 hasta 5 s.m.,498356,202704,0,0,0,0,0,0,0,0
231,2005,Sinaloa,M s de 5 hasta 10 s.m.,142187,40842,0,0,0,0,0,0,0,0
232,2005,Sinaloa,No especificado,26969,10123,0,0,0,0,0,0,0,0
233,2005,Sinaloa,No recibe ingresos,126955,20459,0,0,0,0,0,0,0,0
234,2005,Sonora,1 salario m¡nimo,27337,1346,0,0,0,0,0,0,0,0
235,2005,Sonora,Menos de 1 s.m.,419210,47626,0,0,0,0,0,0,0,0
236,2005,Sonora,M s de 1 hasta 2 s.m.,26823,1895,0,0,0,0,0,0,0,0
237,2005,Sonora,M s de 10 s.m.,635832,320538,0,0,0,0,0,0,0,0
238,2005,Sonora,M s de 2 hasta 3 s.m.,357542,9602,0,0,0,0,0,0,0,0
239,2005,Sonora,M s de 3 hasta 5 s.m.,686388,291728,0,0,0,0,0,0,0,0
240,2005,Sonora,M s de 5 hasta 10 s.m.,128732,32582,0,0,0,0,0,0,0,0
241,2005,Sonora,No especificado,33888,14574,0,0,0,0,0,0,0,0
242,2005,Sonora,No recibe ingresos,124858,12653,0,0,0,0,0,0,0,0
243,2005,Tabasco,1 salario m¡nimo,110445,18661,0,0,0,0,0,0,0,0
244,2005,Tabasco,Menos de 1 s.m.,722383,20446,0,0,0,0,0,0,0,0
245,2005,Tabasco,M s de 1 hasta 2 s.m.,13431,1747,0,0,0,0,0,0,0,0
246,2005,Tabasco,M s de 10 s.m.,476118,241773,0,0,0,0,0,0,0,0
247,2005,Tabasco,M s de 2 hasta 3 s.m.,235090,5707,0,0,0,0,0,0,0,0
248,2005,Tabasco,M s de 3 hasta 5 s.m.,191909,48538,0,0,0,0,0,0,0,0
249,2005,Tabasco,M s de 5 hasta 10 s.m.,82467,19623,0,0,0,0,0,0,0,0
250,2005,Tabasco,No especificado,27865,10978,0,0,0,0,0,0,0,0
251,2005,Tabasco,No recibe ingresos,108967,4313,0,0,0,0,0,0,0,0
252,2005,Tamaulipas,1 salario m¡nimo,34336,3138,0,0,0,0,0,0,0,0
253,2005,Tamaulipas,Menos de 1 s.m.,388204,20397,0,0,0,0,0,0,0,0
254,2005,Tamaulipas,M s de 1 hasta 2 s.m.,30992,11715,0,0,0,0,0,0,0,0
255,2005,Tamaulipas,M s de 10 s.m.,803550,380903,0,0,0,0,0,0,0,0
256,2005,Tamaulipas,M s de 2 hasta 3 s.m.,471593,18449,0,0,0,0,0,0,0,0
257,2005,Tamaulipas,M s de 3 hasta 5 s.m.,1048969,449042,0,0,0,0,0,0,0,0
258,2005,Tamaulipas,M s de 5 hasta 10 s.m.,168787,45177,0,0,0,0,0,0,0,0
259,2005,Tamaulipas,No especificado,35399,12448,0,0,0,0,0,0,0,0
260,2005,Tamaulipas,No recibe ingresos,260336,28352,0,0,0,0,0,0,0,0
261,2005,Tlaxcala,1 salario m¡nimo,1464,145,0,0,0,0,0,0,0,0
262,2005,Tlaxcala,Menos de 1 s.m.,280358,26984,0,0,0,0,0,0,0,0
263,2005,Tlaxcala,M s de 1 hasta 2 s.m.,2944,293,0,0,0,0,0,0,0,0
264,2005,Tlaxcala,M s de 10 s.m.,271043,143195,0,0,0,0,0,0,0,0
265,2005,Tlaxcala,M s de 2 hasta 3 s.m.,163380,966,0,0,0,0,0,0,0,0
266,2005,Tlaxcala,M s de 3 hasta 5 s.m.,435095,187629,0,0,0,0,0,0,0,0
267,2005,Tlaxcala,M s de 5 hasta 10 s.m.,24392,5541,0,0,0,0,0,0,0,0
268,2005,Tlaxcala,No especificado,4780,1833,0,0,0,0,0,0,0,0
269,2005,Tlaxcala,No recibe ingresos,56679,1657,0,0,0,0,0,0,0,0
270,2005,Veracruz,1 salario m¡nimo,127531,28336,0,0,0,0,0,0,0,0
271,2005,Veracruz,Menos de 1 s.m.,2775300,170405,0,0,0,0,0,0,0,0
272,2005,Veracruz,M s de 1 hasta 2 s.m.,58275,13532,0,0,0,0,0,0,0,0
273,2005,Veracruz,M s de 10 s.m.,1765070,1012448,0,0,0,0,0,0,0,0
274,2005,Veracruz,M s de 2 hasta 3 s.m.,848607,13278,0,0,0,0,0,0,0,0
275,2005,Veracruz,M s de 3 hasta 5 s.m.,1120788,399351,0,0,0,0,0,0,0,0
276,2005,Veracruz,M s de 5 hasta 10 s.m.,232021,58463,0,0,0,0,0,0,0,0
277,2005,Veracruz,No especificado,55008,20457,0,0,0,0,0,0,0,0
278,2005,Veracruz,No recibe ingresos,423279,32952,0,0,0,0,0,0,0,0
279,2005,Yucat n,1 salario m¡nimo,3316,118,0,0,0,0,0,0,0,0
280,2005,Yucat n,Menos de 1 s.m.,400663,31737,0,0,0,0,0,0,0,0
281,2005,Yucat n,M s de 1 hasta 2 s.m.,12599,3333,0,0,0,0,0,0,0,0
282,2005,Yucat n,M s de 10 s.m.,477322,260102,0,0,0,0,0,0,0,0
283,2005,Yucat n,M s de 2 hasta 3 s.m.,241485,7011,0,0,0,0,0,0,0,0
284,2005,Yucat n,M s de 3 hasta 5 s.m.,625912,285551,0,0,0,0,0,0,0,0
285,2005,Yucat n,M s de 5 hasta 10 s.m.,100675,22465,0,0,0,0,0,0,0,0
286,2005,Yucat n,No especificado,33726,13676,0,0,0,0,0,0,0,0
287,2005,Yucat n,No recibe ingresos,121979,5143,0,0,0,0,0,0,0,0
288,2005,Zacatecas,1 salario m¡nimo,13919,141,0,0,0,0,0,0,0,0
289,2005,Zacatecas,Menos de 1 s.m.,584225,75993,0,0,0,0,0,0,0,0
290,2005,Zacatecas,M s de 1 hasta 2 s.m.,8984,718,0,0,0,0,0,0,0,0
291,2005,Zacatecas,M s de 10 s.m.,372686,210846,0,0,0,0,0,0,0,0
292,2005,Zacatecas,M s de 2 hasta 3 s.m.,186422,1881,0,0,0,0,0,0,0,0
293,2005,Zacatecas,M s de 3 hasta 5 s.m.,179872,68039,0,0,0,0,0,0,0,0
294,2005,Zacatecas,M s de 5 hasta 10 s.m.,31475,6988,0,0,0,0,0,0,0,0
295,2005,Zacatecas,No especificado,6267,2801,0,0,0,0,0,0,0,0
296,2005,Zacatecas,No recibe ingresos,37098,2018,0,0,0,0,0,0,0,0
297,2006,Aguascalientes,1 salario m¡nimo,2230,85,0,0,0,0,0,0,0,0
298,2006,Aguascalientes,Menos de 1 s.m.,114855,5379,0,0,0,0,0,0,0,0
299,2006,Aguascalientes,M s de 1 hasta 2 s.m.,5224,1347,0,0,0,0,0,0,0,0
300,2006,Aguascalientes,M s de 10 s.m.,289545,149176,0,0,0,0,0,0,0,0
301,2006,Aguascalientes,M s de 2 hasta 3 s.m.,145377,4951,0,0,0,0,0,0,0,0
302,2006,Aguascalientes,M s de 3 hasta 5 s.m.,350759,117115,0,0,0,0,0,0,0,0
303,2006,Aguascalientes,M s de 5 hasta 10 s.m.,60466,12972,0,0,0,0,0,0,0,0
304,2006,Aguascalientes,No especificado,13884,5978,0,0,0,0,0,0,0,0
305,2006,Aguascalientes,No recibe ingresos,63433,5252,0,0,0,0,0,0,0,0
306,2006,Baja California,1 salario m¡nimo,3998,287,0,0,0,0,0,0,0,0
307,2006,Baja California,Menos de 1 s.m.,274203,66638,0,0,0,0,0,0,0,0
308,2006,Baja California,M s de 1 hasta 2 s.m.,28350,4769,0,0,0,0,0,0,0,0
309,2006,Baja California,M s de 10 s.m.,804395,372726,0,0,0,0,0,0,0,0
310,2006,Baja California,M s de 2 hasta 3 s.m.,417166,18594,0,0,0,0,0,0,0,0
311,2006,Baja California,M s de 3 hasta 5 s.m.,1102060,451109,0,0,0,0,0,0,0,0
312,2006,Baja California,M s de 5 hasta 10 s.m.,109644,32492,0,0,0,0,0,0,0,0
313,2006,Baja California,No especificado,42866,15455,0,0,0,0,0,0,0,0
314,2006,Baja California,No recibe ingresos,179639,25139,0,0,0,0,0,0,0,0
315,2006,Baja California Sur,1 salario m¡nimo,5177,143,0,0,0,0,0,0,0,0
316,2006,Baja California Sur,Menos de 1 s.m.,103055,18843,0,0,0,0,0,0,0,0
317,2006,Baja California Sur,M s de 1 hasta 2 s.m.,10652,2364,0,0,0,0,0,0,0,0
318,2006,Baja California Sur,M s de 10 s.m.,166304,81442,0,0,0,0,0,0,0,0
319,2006,Baja California Sur,M s de 2 hasta 3 s.m.,118192,3653,0,0,0,0,0,0,0,0
320,2006,Baja California Sur,M s de 3 hasta 5 s.m.,56452,16986,0,0,0,0,0,0,0,0
321,2006,Baja California Sur,M s de 5 hasta 10 s.m.,25205,5954,0,0,0,0,0,0,0,0
322,2006,Baja California Sur,No especificado,9443,4525,0,0,0,0,0,0,0,0
323,2006,Baja California Sur,No recibe ingresos,42576,3683,0,0,0,0,0,0,0,0
324,2006,Campeche,1 salario m¡nimo,30774,9300,0,0,0,0,0,0,0,0
325,2006,Campeche,Menos de 1 s.m.,245434,14350,0,0,0,0,0,0,0,0
326,2006,Campeche,M s de 1 hasta 2 s.m.,4215,585,0,0,0,0,0,0,0,0
327,2006,Campeche,M s de 10 s.m.,201293,113825,0,0,0,0,0,0,0,0
328,2006,Campeche,M s de 2 hasta 3 s.m.,128728,7819,0,0,0,0,0,0,0,0
329,2006,Campeche,M s de 3 hasta 5 s.m.,133213,66210,0,0,0,0,0,0,0,0
330,2006,Campeche,M s de 5 hasta 10 s.m.,13654,3193,0,0,0,0,0,0,0,0
331,2006,Campeche,No especificado,9744,2926,0,0,0,0,0,0,0,0
332,2006,Campeche,No recibe ingresos,46970,2574,0,0,0,0,0,0,0,0
333,2006,Chiapas,1 salario m¡nimo,2959,2959,0,0,0,0,0,0,0,0
334,2006,Chiapas,Menos de 1 s.m.,2577604,117018,0,0,0,0,0,0,0,0
335,2006,Chiapas,M s de 1 hasta 2 s.m.,24902,4613,0,0,0,0,0,0,0,0
336,2006,Chiapas,M s de 10 s.m.,858564,541932,0,0,0,0,0,0,0,0
337,2006,Chiapas,M s de 2 hasta 3 s.m.,464367,10115,0,0,0,0,0,0,0,0
338,2006,Chiapas,M s de 3 hasta 5 s.m.,501461,236174,0,0,0,0,0,0,0,0
339,2006,Chiapas,M s de 5 hasta 10 s.m.,126599,21313,0,0,0,0,0,0,0,0
340,2006,Chiapas,No especificado,21694,9209,0,0,0,0,0,0,0,0
341,2006,Chiapas,No recibe ingresos,202509,9256,0,0,0,0,0,0,0,0
342,2006,Chihuahua,1 salario m¡nimo,6997,653,0,0,0,0,0,0,0,0
343,2006,Chihuahua,Menos de 1 s.m.,519289,21867,0,0,0,0,0,0,0,0
344,2006,Chihuahua,M s de 1 hasta 2 s.m.,31754,2250,0,0,0,0,0,0,0,0
345,2006,Chihuahua,M s de 10 s.m.,833379,383664,0,0,0,0,0,0,0,0
346,2006,Chihuahua,M s de 2 hasta 3 s.m.,418655,15941,0,0,0,0,0,0,0,0
347,2006,Chihuahua,M s de 3 hasta 5 s.m.,1337460,497314,0,0,0,0,0,0,0,0
348,2006,Chihuahua,M s de 5 hasta 10 s.m.,110698,36684,0,0,0,0,0,0,0,0
349,2006,Chihuahua,No especificado,48274,21469,0,0,0,0,0,0,0,0
350,2006,Chihuahua,No recibe ingresos,153899,13940,0,0,0,0,0,0,0,0
351,2006,Ciudad de Mxico,1 salario m¡nimo,7712,2285,0,0,0,0,0,0,0,0
352,2006,Ciudad de Mxico,Menos de 1 s.m.,79582,11572,0,0,0,0,0,0,0,0
353,2006,Ciudad de Mxico,M s de 1 hasta 2 s.m.,89123,15683,0,0,0,0,0,0,0,0
354,2006,Ciudad de Mxico,M s de 10 s.m.,2821687,1364900,0,0,0,0,0,0,0,0
355,2006,Ciudad de Mxico,M s de 2 hasta 3 s.m.,848611,32614,0,0,0,0,0,0,0,0
356,2006,Ciudad de Mxico,M s de 3 hasta 5 s.m.,2134051,809292,0,0,0,0,0,0,0,0
357,2006,Ciudad de Mxico,M s de 5 hasta 10 s.m.,605389,180736,0,0,0,0,0,0,0,0
358,2006,Ciudad de Mxico,No especificado,358945,129241,0,0,0,0,0,0,0,0
